date,usd/rm price,wti price,SMR20
28/9/2016,4.1038,47.17,138.9
29/9/2016,4.1309,47.73,140.1
30/9/2016,4.1242,48.05,137.6
10/10/2016,4.1301,51.14,147.15
11/10/2016,4.1723,50.84,152.9
12/10/2016,4.1955,50.03,153.15
13/10/2016,4.1967,50.52,150.85
14/10/2016,4.2093,50.33,153.25
17/10/2016,4.2126,50.06,154.1
18/10/2016,4.1933,50.75,153.3
19/10/2016,4.1665,51.72,150.65
20/10/2016,4.1768,50.43,145.5
21/10/2016,4.1806,50.95,143.7
24/10/2016,4.1685,50.46,148.45
25/10/2016,4.1511,49.33,149.55
26/10/2016,4.1593,49.19,146.45
27/10/2016,4.1963,49.61,149.85
28/10/2016,4.2008,48.66,150.4
31/10/2016,4.1935,46.72,148.9
1/11/2016,4.184,46.39,150.85
2/11/2016,4.1801,45.49,147.8
3/11/2016,4.1748,44.65,148.2
4/11/2016,4.2076,44.14,148.95
7/11/2016,4.2091,44.95,153.3
8/11/2016,4.1771,44.83,159
9/11/2016,4.2496,45.34,158.8
10/11/2016,4.3546,44.32,161.05
11/11/2016,4.4038,43.16,168.45
14/11/2016,4.3168,43.71,167.15
15/11/2016,4.3268,45.77,169.4
16/11/2016,4.3638,45.36,173.2
17/11/2016,4.3916,44.94,173.95
18/11/2016,4.414,45.5,168.8
21/11/2016,4.414,47.49,173.8
22/11/2016,4.4175,47.87,180.2
23/11/2016,4.3975,47.94,177.7
25/11/2016,4.4415,45.96,174.45
28/11/2016,4.459,46.92,178.95
29/11/2016,4.4598,45.27,178.95
30/11/2016,4.4675,49,173.55
1/12/2016,4.46,50.87,175.05
2/12/2016,4.4599,51.67,171.1
5/12/2016,4.446,50.96,176.85
6/12/2016,4.4165,50.91,174.85
7/12/2016,4.416,49.85,175.65
8/12/2016,4.421,50.93,179.1
9/12/2016,4.421,51.48,180.05
13/12/2016,4.428,52.45,204.9
14/12/2016,4.4435,50.78,204.65
15/12/2016,4.462,51.06,215.4
16/12/2016,4.4735,52.03,210.2
19/12/2016,4.4755,52.03,203.6
20/12/2016,4.477,52.23,196.3
21/12/2016,4.477,52.5,199.7
22/12/2016,4.48,52.64,199.05
23/12/2016,4.4715,53.24,195.65
27/12/2016,4.476,53.85,186.75
28/12/2016,4.4795,53.66,193.9
29/12/2016,4.4825,53.86,194
30/12/2016,4.4835,53.89,197
3/1/2017,4.49,52.48,205.9
4/1/2017,4.495,53.35,199.2
5/1/2017,4.471,53.76,203.75
6/1/2017,4.4705,53.69,199.5
9/1/2017,4.4745,51.77,205.25
10/1/2017,4.472,50.77,211.05
11/1/2017,4.469,52.39,217.05
12/1/2017,4.4275,53.05,222.85
13/1/2017,4.46,52.53,222.85
17/1/2017,4.46,52.53,225.95
18/1/2017,4.4675,51.44,223.05
19/1/2017,4.4475,51.47,225.3
20/1/2017,4.4445,52.48,216.6
23/1/2017,4.4355,52.84,215.2
24/1/2017,4.433,52.92,215.8
25/1/2017,4.4188,52.94,221.25
26/1/2017,4.4275,53.73,227.9
3/2/2017,4.4255,53.84,222.1
6/2/2017,4.4275,53.12,224.45
7/2/2017,4.4345,51.69,219.15
8/2/2017,4.4375,52.39,223.4
10/2/2017,4.4363,53.84,219.3
13/2/2017,4.4498,52.88,232.65
14/2/2017,4.4475,53.03,231.3
15/2/2017,4.4465,53.01,227.7
16/2/2017,4.4505,53.43,229.4
17/2/2017,4.451,53.38,218.3
21/2/2017,4.455,54.06,220.55
22/2/2017,4.4513,53.88,214.55
23/2/2017,4.443,54.39,215.4
24/2/2017,4.4375,54,205.95
27/2/2017,4.4375,54.03,212.1
28/2/2017,4.4375,53.99,204.05
1/3/2017,4.446,53.67,209.15
2/3/2017,4.4445,52.59,207.95
3/3/2017,4.452,53.2,210.85
6/3/2017,4.4495,53.18,215.25
7/3/2017,4.4445,52.77,207.4
8/3/2017,4.452,50.19,199.95
9/3/2017,4.46,49.62,197.35
10/3/2017,4.4505,48.38,201
13/3/2017,4.445,48.44,199.75
14/3/2017,4.4475,48.48,201.45
15/3/2017,4.441,48.98,201.05
16/3/2017,4.437,48.8,197.15
17/3/2017,4.435,48.68,203.35
20/3/2017,4.425,48.2,205.2
21/3/2017,4.423,47.34,198.95
22/3/2017,4.4245,48.12,190.5
23/3/2017,4.4265,47.67,192.65
24/3/2017,4.423,48.13,190.2
27/3/2017,4.4095,47.84,181.4
28/3/2017,4.41,48.45,185.55
29/3/2017,4.4175,49.6,182.35
30/3/2017,4.419,50.36,177.75
31/3/2017,4.423,50.79,183.45
5/4/2017,4.43,50.84,185.2
6/4/2017,4.434,51.74,185.8
7/4/2017,4.434,52.33,175.6
10/4/2017,4.4325,53.15,171.65
11/4/2017,4.431,53.41,166.8
12/4/2017,4.425,52.84,159.65
13/4/2017,4.41,52.93,162.75
17/4/2017,4.4025,52.73,161.25
18/4/2017,4.409,52.33,159
19/4/2017,4.399,50.62,149.75
20/4/2017,4.396,50.27,152.1
21/4/2017,4.397,49.63,159.85
25/4/2017,4.369,49.38,159.9
26/4/2017,4.345,49.18,157.5
27/4/2017,4.345,49.23,152.6
28/4/2017,4.3395,49.2,158.9
2/5/2017,4.3255,48.06,160.5
3/5/2017,4.3175,47.56,162.75
4/5/2017,4.3265,45.48,151.55
5/5/2017,4.335,46.47,148.75
8/5/2017,4.335,46.5,148.4
9/5/2017,4.344,46.18,146.25
11/5/2017,4.346,47.81,148.95
12/5/2017,4.344,47.86,148.75
15/5/2017,4.321,48.82,150.25
16/5/2017,4.315,48.25,153
17/5/2017,4.3205,48.94,155.45
18/5/2017,4.3255,49.36,152.45
19/5/2017,4.32,50.49,155.8
22/5/2017,4.302,50.73,156.5
23/5/2017,4.291,51.51,157.9
24/5/2017,4.296,51.3,153.75
25/5/2017,4.276,48.67,151.8
26/5/2017,4.267,49.84,155.9
31/5/2017,4.2883,48.63,148.85
1/6/2017,4.2855,48.01,145.1
2/6/2017,4.2775,47.77,144.75
5/6/2017,4.261,47.4,144.4
6/6/2017,4.27,47.98,138.8
7/6/2017,4.259,45.77,138.75
8/6/2017,4.26,45.69,140.8
9/6/2017,4.2625,45.94,142.5
13/6/2017,4.2615,45.95,140.45
14/6/2017,4.2555,44.66,143.75
15/6/2017,4.265,44.25,146.35
16/6/2017,4.274,44.7,146.9
19/6/2017,4.275,44.1,145.7
20/6/2017,4.2815,43.23,140.9
21/6/2017,4.2845,42.5,138.85
22/6/2017,4.2845,42.77,139.1
23/6/2017,4.2861,43.12,138.1
28/7/2017,4.279,49.77,142.65
3/7/2017,4.2955,47.05,153.7
5/7/2017,4.295,45.62,147.95
6/7/2017,4.2955,45.33,146.85
7/7/2017,4.2965,44.33,146.9
10/7/2017,4.295,44.55,145.85
11/7/2017,4.295,45.76,145.15
12/7/2017,4.29,45.42,149.35
13/7/2017,4.29,46.08,148.15
14/7/2017,4.29,46.64,147.7
17/7/2017,4.2853,45.98,151.15
18/7/2017,4.284,46.25,152.15
19/7/2017,4.284,47.16,151.2
20/7/2017,4.289,46.79,161.7
21/7/2017,4.2825,45.59,155.85
24/7/2017,4.275,46.45,153.8
25/7/2017,4.2795,48.58,155.45
26/7/2017,4.282,48.72,151.8
27/7/2017,4.275,49.14,152.6
31/7/2017,4.279,50.19,144.8
1/8/2017,4.284,48.78,147.3
2/8/2017,4.285,49.58,145.2
3/8/2017,4.2775,48.93,148.35
4/8/2017,4.277,49.52,150.45
7/8/2017,4.2795,49.33,150.8
8/8/2017,4.283,48.97,150.5
9/8/2017,4.2865,49.69,151.75
10/8/2017,4.289,48.52,156.5
11/8/2017,4.2925,48.8,152.05
14/8/2017,4.291,47.52,151.6
15/8/2017,4.2935,47.7,152.45
16/8/2017,4.2925,46.78,154
17/8/2017,4.293,46.95,157.6
18/8/2017,4.287,48.63,153.9
21/8/2017,4.2845,47.63,156.3
22/8/2017,4.2785,47.64,153.9
23/8/2017,4.275,48.39,153.5
24/8/2017,4.277,47.59,153.45
25/8/2017,4.27,47.83,155.4
28/8/2017,4.2655,46.78,156.2
29/8/2017,4.265,46.31,153.95
30/8/2017,4.269,45.94,155.9
5/9/2017,4.2545,48.5,165.15
6/9/2017,4.236,49.09,169.85
7/9/2017,4.207,49.04,169.45
8/9/2017,4.1925,47.49,169.55
11/9/2017,4.195,48.02,167.45
12/9/2017,4.2045,48.25,167.65
13/9/2017,4.1935,49.19,170.4
14/9/2017,4.204,49.72,168.1
15/9/2017,4.1875,49.8,163.35
18/9/2017,4.187,49.95,156.05
19/9/2017,4.19,49.79,154.5
20/9/2017,4.187,50.3,151.6
21/9/2017,4.196,50.31,151.5
25/9/2017,4.2,51.73,152.85
26/9/2017,4.204,51.74,155.1
27/9/2017,4.219,51.75,153.75
28/9/2017,4.225,51.28,142.85
29/9/2017,4.22,51.34,141.95
9/10/2017,4.2285,49.43,146.45
10/10/2017,4.217,50.74,145.65
11/10/2017,4.213,50.97,143.55
12/10/2017,4.2195,50.6,141.7
13/10/2017,4.22,51.31,144.05
16/10/2017,4.2141,51.79,144.5
17/10/2017,4.2205,51.98,141.1
19/10/2017,4.2205,51.39,145.35
20/10/2017,4.2225,51.84,143
23/10/2017,4.236,51.72,141.25
24/10/2017,4.231,52.27,142.6
25/10/2017,4.2315,51.95,143.85
26/10/2017,4.2333,52.5,143.75
27/10/2017,4.24,54,143.8
30/10/2017,4.23,53.91,142.8
31/10/2017,4.2291,54.43,137.65
1/11/2017,4.229,54.11,144.05
2/11/2017,4.232,54.79,142.35
3/11/2017,4.2335,55.59,141.35
6/11/2017,4.227,57.12,144.8
7/11/2017,4.2265,56.91,145.3
8/11/2017,4.2253,56.77,144.65
9/11/2017,4.205,56.96,143.55
10/11/2017,4.1905,56.81,141.25
13/11/2017,4.189,56.67,143.95
14/11/2017,4.151,56.95,144.15
15/11/2017,4.175,55.25,138.8
16/11/2017,4.1691,55.17,138.4
17/11/2017,4.153,56.61,137.65
20/11/2017,4.138,56.16,140.45
21/11/2017,4.1363,56.88,138.8
22/11/2017,4.109,57.79,139.25
23/11/2017,4.1057,58.22,142.1
24/11/2017,4.1112,58.68,140.6
27/11/2017,4.1067,57.71,140.6
28/11/2017,4.099,57.56,140.5
29/11/2017,4.0883,57.23,142.25
30/11/2017,4.087,57.24,139.7
4/12/2017,4.0598,57.35,147.4
5/12/2017,4.0608,57.34,148.35
6/12/2017,4.073,55.99,144.3
7/12/2017,4.086,56.5,146.3
8/12/2017,4.0786,57.25,141.65
11/12/2017,4.0745,57.88,140.6
12/12/2017,4.077,57.41,142.75
13/12/2017,4.0851,56.74,141.6
14/12/2017,4.082,57.05,145.6
15/12/2017,4.078,57.31,146.2
18/12/2017,4.08,57.28,145.25
19/12/2017,4.0785,57.65,144.7
20/12/2017,4.0715,58,145.3
21/12/2017,4.0755,58.14,143.95
22/12/2017,4.076,58.44,142.55
26/12/2017,4.0825,59.78,146.25
27/12/2017,4.079,59.54,147.3
28/12/2017,4.0627,59.81,146.8
29/12/2017,4.0589,60.23,145.25
2/1/2018,4.017,60.4,146.55
3/1/2018,4.0178,61.81,145.55
4/1/2018,4.0011,61.92,144.5
5/1/2018,3.995,61.55,145.6
8/1/2018,3.9945,62.23,146
9/1/2018,4.0065,63.34,147.45
10/1/2018,4,63.44,149.2
11/1/2018,3.976,63.51,150
12/1/2018,3.9675,64.38,152.35
15/1/2018,3.9435,64.72,154.95
16/1/2018,3.959,63.87,155.05
17/1/2018,3.957,64.21,154.1
18/1/2018,3.9513,63.66,154.55
19/1/2018,3.936,63.56,153.65
22/1/2018,3.9325,63.94,155.1
23/1/2018,3.9245,64.51,152.75
24/1/2018,3.91,65.85,151.8
25/1/2018,3.883,65.22,152.8
26/1/2018,3.872,66.31,154.7
29/1/2018,4.1075,53.12,152.9
30/1/2018,4.102,54.28,133.75
2/2/2018,3.885,65.12,149.7
5/2/2018,3.8975,63.62,149.85
6/2/2018,3.9125,63.91,147.45
7/2/2018,3.9065,61.71,146.3
8/2/2018,3.9235,60.52,143.8
9/2/2018,3.9543,59.09,143.75
12/2/2018,3.9365,59.55,146.2
13/2/2018,3.9365,58.97,144
14/2/2018,3.9005,60.83,144.75
22/2/2018,3.915,62.73,145.2
23/2/2018,3.916,63.65,146.9
26/2/2018,3.9,64.05,149.65
27/2/2018,3.9211,62.89,149.05
28/2/2018,3.915,61.52,150.1
1/3/2018,3.919,61.3,149
2/3/2018,3.9278,61.52,148.75
5/3/2018,3.9035,62.65,151
6/3/2018,3.8918,62.08,148.6
7/3/2018,3.902,61.34,148.35
8/3/2018,3.9055,60.32,148.5
9/3/2018,3.91,62.18,145.3
12/3/2018,3.902,61.31,147.65
13/3/2018,3.8985,60.89,146.35
14/3/2018,3.904,60.95,147.2
15/3/2018,3.917,61.26,148.5
16/3/2018,3.9065,62.26,146.3
19/3/2018,3.914,62.14,144.55
20/3/2018,3.915,63.66,143.2
21/3/2018,3.92,65.3,144.15
22/3/2018,3.9113,64.47,143.5
23/3/2018,3.915,65.75,136.15
26/3/2018,3.8898,65.5,132.75
27/3/2018,3.8745,64.75,135.4
28/3/2018,3.8545,64.61,138.05
29/3/2018,3.865,64.86,138.45
2/4/2018,3.8595,63.02,137.55
3/4/2018,3.8717,63.48,137.15
4/4/2018,3.8717,63.61,136.65
9/4/2018,3.866,63.26,136.2
10/4/2018,3.866,65.62,138.55
11/4/2018,3.862,66.8,138.6
12/4/2018,3.872,66.83,139.35
13/4/2018,3.8738,67.31,139.85
16/4/2018,3.876,66.42,137.05
17/4/2018,3.883,66.59,137.25
18/4/2018,3.888,68.75,137.05
19/4/2018,3.883,68.39,139.2
20/4/2018,3.8875,68.09,142.55
23/4/2018,3.892,68.98,140.4
24/4/2018,3.8965,67.83,139.35
25/4/2018,3.903,68.22,139.25
26/4/2018,3.9095,68.11,139.7
27/4/2018,3.916,67.98,138.85
7/5/2018,3.938,70.02,144.85
8/5/2018,3.9415,70.21,143.85
14/5/2018,3.9469,71.06,143
15/5/2018,3.948,70.97,139.4
16/5/2018,3.9535,71.55,140.75
17/5/2018,3.965,71.58,140.95
18/5/2018,3.9695,71.39,143.15
21/5/2018,3.97,72.44,149
22/5/2018,3.9775,72.08,148.55
23/5/2018,3.9645,71.75,146.95
24/5/2018,3.976,70.59,145.2
25/5/2018,3.977,67.42,145.3
28/5/2018,3.9785,66.97,144.6
30/5/2018,3.981,68.04,143.9
31/5/2018,3.985,67.02,142.2
1/6/2018,3.977,65.71,142.45
4/6/2018,3.976,64.92,144.85
5/6/2018,3.97,65.51,142.65
6/6/2018,3.97,65.11,142.7
7/6/2018,3.97,66.09,142.85
8/6/2018,3.98,65.55,141.9
11/6/2018,3.986,66.11,141.4
12/6/2018,3.9817,65.83,141.4
13/6/2018,3.987,66.62,138.1
14/6/2018,3.9836,66.94,137.15
19/6/2018,3.9948,65.25,133.15
20/6/2018,3.9997,65.67,134.7
21/6/2018,4.0025,65.97,133.85
22/6/2018,4.0125,69.35,135.05
25/6/2018,3.995,68.16,135.8
26/6/2018,4.0131,70.75,135.25
27/6/2018,4.02,72.61,135.3
28/6/2018,4.0275,73.45,138.9
29/6/2018,4.0405,74.39,136.05
2/7/2018,4.0291,74.06,134.4
3/7/2018,4.038,74.72,132.6
4/7/2018,4.0395,74.22,132.25
5/7/2018,4.055,73.15,129.4
6/7/2018,4.0413,74,129.95
9/7/2018,4.035,74.03,132.85
10/7/2018,4.025,74.08,132
11/7/2018,4.025,70.64,131.75
12/7/2018,4.036,70.36,130.65
13/7/2018,4.0385,70.59,131.05
16/7/2018,4.049,68.08,132.15
17/7/2018,4.0294,67.81,133.65
18/7/2018,4.0423,68.94,134.1
19/7/2018,4.059,69.52,133.95
20/7/2018,4.06,69.47,133.9
23/7/2018,4.059,69.02,132
24/7/2018,4.063,69.91,132.45
25/7/2018,4.0565,70.58,133.2
26/7/2018,4.042,70.64,133.85
27/7/2018,4.0629,70.07,132.1
30/7/2018,4.0588,71.04,132.45
31/7/2018,4.0555,69.28,131.65
1/8/2018,4.0421,68.64,131.9
2/8/2018,4.064,69.72,132.1
3/8/2018,4.0679,69.42,131.65
6/8/2018,4.08,69.5,133.35
7/8/2018,4.0765,69.78,134.35
8/8/2018,4.0735,67.31,135.55
9/8/2018,4.0725,67.25,135
10/8/2018,4.0725,68.23,135.75
13/8/2018,4.085,67.72,134.9
14/8/2018,4.0965,67.02,135.15
15/8/2018,4.096,65.11,135.45
16/8/2018,4.101,65.61,134.1
17/8/2018,4.103,66.08,133.95
20/8/2018,4.1,66.31,135.25
21/8/2018,4.0963,66.88,135.25
23/8/2018,4.092,68.65,137.6
24/8/2018,4.102,69.34,137.35
27/8/2018,4.089,69.67,135.9
28/8/2018,4.095,69.22,135.9
29/8/2018,4.103,70.3,134.85
30/8/2018,4.1241,70.64,134.9
3/9/2018,4.1145,70.61,131.95
4/9/2018,4.1265,69.86,132.35
5/9/2018,4.1355,69.02,132.35
6/9/2018,4.1505,68.33,132.55
7/9/2018,4.1373,68.17,132.4
12/9/2018,4.1423,70.39,133.6
13/9/2018,4.1415,69.04,133.9
14/9/2018,4.143,69.17,133.9
18/9/2018,4.136,69.86,132.45
19/9/2018,4.14,71.42,132.9
20/9/2018,4.1332,70.55,136.05
21/9/2018,4.1361,71.09,134.15
25/9/2018,4.1275,72.23,133.75
26/9/2018,4.1345,72.42,134.75
27/9/2018,4.138,72.42,134.8
28/9/2018,4.139,73.78,133.5
8/10/2018,4.143,74.42,133.75
9/10/2018,4.1594,74.91,135.8
10/10/2018,4.153,72.8,135.2
11/10/2018,4.1505,71.2,133.1
12/10/2018,4.1558,71.56,133.25
15/10/2018,4.152,71.92,133.4
16/10/2018,4.1535,72.32,133.4
17/10/2018,4.151,69.95,133.6
18/10/2018,4.1558,68.83,132.5
19/10/2018,4.1637,69.39,132.05
22/10/2018,4.1565,69.47,132.95
23/10/2018,4.157,66.27,133.95
24/10/2018,4.1608,66.06,132.65
25/10/2018,4.166,66.81,131.5
26/10/2018,4.1668,67.5,132.5
29/10/2018,4.173,66.61,127.75
30/10/2018,4.177,66.4,125.65
31/10/2018,4.18,64.95,124.75
1/11/2018,4.182,63.52,125.75
2/11/2018,4.1765,62.77,125.95
5/11/2018,4.16,62.8,124.35
7/11/2018,4.1635,61.62,125.5
8/11/2018,4.1491,60.68,124.65
9/11/2018,4.162,59.8,125.2
12/11/2018,4.1759,58.94,122.8
13/11/2018,4.1815,55.7,123.9
14/11/2018,4.1915,55.89,123.9
15/11/2018,4.194,56.47,123.95
16/11/2018,4.1895,56.81,123.65
19/11/2018,4.19,57.19,122.6
21/11/2018,4.1885,54.47,120.25
22/11/2018,4.1751,53.84,121.95
23/11/2018,4.1935,50.89,121.75
26/11/2018,4.1915,51.45,122.65
27/11/2018,4.1855,51.93,122.75
28/11/2018,4.188,50.47,122.35
29/11/2018,4.1975,51.27,122.85
30/11/2018,4.1818,50.6,123.6
3/12/2018,4.18,53.16,125.6
4/12/2018,4.163,52.68,124.35
5/12/2018,4.145,52.59,123.55
6/12/2018,4.1515,51.42,124.9
7/12/2018,4.1618,52.05,125.2
10/12/2018,4.164,50.89,123.65
11/12/2018,4.171,51.98,123.35
12/12/2018,4.1818,51.31,124.35
13/12/2018,4.181,52.78,126.6
14/12/2018,4.1778,51.17,124.8
17/12/2018,4.1825,49.32,126.9
18/12/2018,4.1667,46.3,127.75
19/12/2018,4.192,47.08,126.75
20/12/2018,4.176,46.06,128.05
21/12/2018,4.1899,45.08,128.2
24/12/2018,4.1785,42.27,127.65
26/12/2018,4.1749,46.39,125.25
27/12/2018,4.1745,45.23,127.7
28/12/2018,4.1672,44.92,128.65
2/1/2019,4.1295,45.66,129.25
3/1/2019,4.135,46.78,131.45
4/1/2019,4.14,48.18,136.95
7/1/2019,4.122,48.66,136.5
8/1/2019,4.1123,49.89,138.9
9/1/2019,4.1143,52.08,140.9
10/1/2019,4.1015,52.2,138.1
11/1/2019,4.095,51.64,137.95
14/1/2019,4.0935,50.64,135.2
15/1/2019,4.0953,51.87,135.25
16/1/2019,4.103,52.23,136.1
17/1/2019,4.1055,52.17,135.1
18/1/2019,4.11,53.67,135.65
22/1/2019,4.1217,52.62,137.2
23/1/2019,4.1325,52.2,134.3
24/1/2019,4.1345,52.84,134.35
25/1/2019,4.1408,53.3,134.1
28/1/2019,4.12,51.86,134.4
31/1/2019,4.088,53.71,133.55
11/2/2019,4.066,52.34,132.5
12/2/2019,4.07,53.41,134.35
13/2/2019,4.07,53.92,134.1
14/2/2019,4.0645,54.52,136
15/2/2019,4.0725,55.76,135.3
18/2/2019,4.0823,55.86,137.1
19/2/2019,4.0773,55.91,141.65
20/2/2019,4.0783,56.83,143.4
21/2/2019,4.064,56.49,143.95
22/2/2019,4.0765,56.74,142.8
25/2/2019,4.076,55.15,143.7
26/2/2019,4.065,55.73,145.85
27/2/2019,4.0663,56.7,147.3
28/2/2019,4.064,56.94,148.4
1/3/2019,4.064,55.5,149.35
4/3/2019,4.072,56.22,149.5
5/3/2019,4.0765,55.98,149.5
6/3/2019,4.0797,55.95,148.8
7/3/2019,4.086,56.28,145.75
8/3/2019,4.0886,55.86,145.65
11/3/2019,4.0885,56.87,146.7
12/3/2019,4.087,57.06,147.4
13/3/2019,4.078,58.23,148.25
14/3/2019,4.086,58.48,149.25
15/3/2019,4.088,58.34,147
18/3/2019,4.0855,59.05,148.35
19/3/2019,4.075,58.92,148.05
20/3/2019,4.074,59.8,148.55
21/3/2019,4.0585,59.64,149.25
22/3/2019,4.0473,58.69,149.4
25/3/2019,4.0625,58.92,146.7
26/3/2019,4.066,59.62,147.35
27/3/2019,4.0721,59.12,145.6
28/3/2019,4.0691,59.3,143.85
29/3/2019,4.0755,59.98,144.5
1/4/2019,4.0815,61.58,144.55
2/4/2019,4.0788,62.36,145.4
3/4/2019,4.0885,62.26,149.2
4/4/2019,4.0765,61.84,149
8/4/2019,4.0825,64.35,152.9
9/4/2019,4.093,64.09,150.95
10/4/2019,4.0915,64.27,153.3
11/4/2019,4.1081,63.71,156.65
12/4/2019,4.1254,63.73,155.3
15/4/2019,4.112,63.46,154.95
16/4/2019,4.1128,64.33,154.45
17/4/2019,4.13,63.71,154.35
18/4/2019,4.1336,63.96,150.9
22/4/2019,4.13,65.67,151.95
23/4/2019,4.13,65.94,151.85
24/4/2019,4.1255,65.66,151.7
25/4/2019,4.13,64.89,151.8
26/4/2019,4.1468,62.77,151.95
29/4/2019,4.13,63.47,150.75
30/4/2019,4.1313,63.48,150.9
6/5/2019,4.143,62.26,150.35
7/5/2019,4.1451,61.51,152
8/5/2019,4.1478,61.91,151.3
9/5/2019,4.1473,61.84,149
10/5/2019,4.1602,61.71,150.25
13/5/2019,4.156,60.92,149.45
14/5/2019,4.1586,61.27,149.65
15/5/2019,4.168,62.2,149.35
16/5/2019,4.171,63.16,153
17/5/2019,4.164,62.74,152.05
21/5/2019,4.1741,62.63,152.5
23/5/2019,4.1829,58.05,152.8
24/5/2019,4.1895,58.88,153.95
27/5/2019,4.184,59.04,155.4
28/5/2019,4.1841,58.8,156.25
29/5/2019,4.186,58.95,154.45
30/5/2019,4.193,55.79,152.85
31/5/2019,4.184,53.25,155.5
3/6/2019,4.1896,53.02,151.3
4/6/2019,4.179,52.98,152.5
10/6/2019,4.1455,53.28,155.6
11/6/2019,4.1605,52.77,155.8
12/6/2019,4.1611,51.2,156.1
13/6/2019,4.157,52.05,156
14/6/2019,4.1601,52.47,154.8
17/6/2019,4.165,51.84,154.3
18/6/2019,4.176,54.2,152.05
19/6/2019,4.1621,54.41,152.15
20/6/2019,4.1711,57.18,150.1
21/6/2019,4.1455,57.36,149.75
24/6/2019,4.1344,57.6,148.25
25/6/2019,4.137,58.59,147
26/6/2019,4.1265,58.77,148.5
27/6/2019,4.1358,59.17,149.65
28/6/2019,4.14,58.02,148.2
1/7/2019,4.1241,58.58,148.9
2/7/2019,4.1307,56.4,146.9
3/7/2019,4.14,57.27,147.65
4/7/2019,4.1351,56.66,145.2
5/7/2019,4.13,57.61,145.6
8/7/2019,4.133,57.34,145.95
9/7/2019,4.133,58.57,141.45
10/7/2019,4.1393,60.38,141.35
11/7/2019,4.1301,60.34,140.6
12/7/2019,4.115,60.28,140.25
15/7/2019,4.1104,59.41,141.05
16/7/2019,4.1008,57.56,140.75
17/7/2019,4.1053,56.53,141.25
18/7/2019,4.1091,55.66,141.3
19/7/2019,4.1051,55.74,142.55
22/7/2019,4.1091,55.95,143.45
23/7/2019,4.1105,56.91,143.7
24/7/2019,4.1155,55.86,143.9
25/7/2019,4.1165,55.95,143.7
26/7/2019,4.113,56.05,142.4
29/7/2019,4.117,57.01,139.8
31/7/2019,4.1225,57.54,136.8
1/8/2019,4.1181,54.34,136.4
2/8/2019,4.1405,55.12,131.5
5/8/2019,4.1542,53.98,130.85
6/8/2019,4.1765,53.31,131.05
7/8/2019,4.1903,52.23,132.2
8/8/2019,4.204,52.77,132.25
9/8/2019,4.1826,54.22,132.65
13/8/2019,4.1994,56.76,132.25
14/8/2019,4.185,54.92,131.85
15/8/2019,4.1875,54.76,130.95
16/8/2019,4.1895,54.88,131.55
19/8/2019,4.1751,56.01,132.6
20/8/2019,4.1712,56.23,133.55
21/8/2019,4.1781,56.02,131.15
22/8/2019,4.1725,55.55,130.2
23/8/2019,4.1856,53.96,129.5
26/8/2019,4.19,53.82,129.8
27/8/2019,4.1984,55.63,129.7
28/8/2019,4.2,55.88,131.5
29/8/2019,4.212,56.61,130.02
30/8/2019,4.2155,55.17,129.55
3/9/2019,4.2191,53.88,131.2
4/9/2019,4.2067,56.05,134.85
5/9/2019,4.1905,56.28,134.6
6/9/2019,4.1891,56.66,135.2
10/9/2019,4.1628,57.97,133.8
11/9/2019,4.164,56.22,134.25
12/9/2019,4.176,55.17,133.9
17/9/2019,4.1615,58.91,137
18/9/2019,4.185,58.11,135.2
19/9/2019,4.1825,58.87,134.85
20/9/2019,4.1873,58.41,134.15
23/9/2019,4.1725,58.38,134.8
24/9/2019,4.1751,56.83,134
25/9/2019,4.1731,56.74,132.7
26/9/2019,4.189,56.3,133.45
27/9/2019,4.185,56.17,128.2
30/9/2019,4.1905,54.26,130.2
8/10/2019,4.19,52.41,126.55
9/10/2019,4.191,52.2,127.65
10/10/2019,4.195,53.92,129
11/10/2019,4.1865,54.89,129.1
14/10/2019,4.18,53.55,131.3
15/10/2019,4.1855,52.99,130.35
16/10/2019,4.189,52.81,130.2
17/10/2019,4.1881,53.95,130.5
18/10/2019,4.177,53.73,130.95
21/10/2019,4.183,53.39,131.35
22/10/2019,4.18,54.05,132.8
23/10/2019,4.186,55.59,133.4
24/10/2019,4.1848,55.95,132.8
25/10/2019,4.1825,56.49,132.2
29/10/2019,4.1811,55.36,132.35
30/10/2019,4.1806,54.76,132.65
31/10/2019,4.1751,53.97,134.05
1/11/2019,4.1763,56.05,133.75
4/11/2019,4.162,56.48,133.2
5/11/2019,4.1476,57.01,135.65
6/11/2019,4.128,56.24,136
7/11/2019,4.1345,56.88,136.6
11/11/2019,4.1305,56.59,135.75
12/11/2019,4.141,56.62,136.6
13/11/2019,4.14,57.38,136.45
15/11/2019,4.16,57.86,136.4
18/11/2019,4.1505,56.91,136.95
19/11/2019,4.153,55.26,137.65
20/11/2019,4.1551,56.88,141.9
21/11/2019,4.163,58.26,141.4
22/11/2019,4.167,57.84,141.4
25/11/2019,4.17,57.87,142.8
26/11/2019,4.176,58.2,141.05
27/11/2019,4.1695,57.91,142.6
28/11/2019,4.1695,58.01,142.2
29/11/2019,4.172,55.36,140.15
2/12/2019,4.175,55.99,141.35
3/12/2019,4.1763,56.37,142.45
4/12/2019,4.173,58.38,141.9
5/12/2019,4.1735,58.31,143.9
6/12/2019,4.167,59.11,147.95
9/12/2019,4.158,58.84,149
