date,usd/rm price,wti price,SMR20
22/7/2013,3.1774,106.91,226.5
23/7/2013,3.1754,107.42,228.1
24/7/2013,3.1844,105.29,226.5
25/7/2013,3.1941,105.59,225.2
26/7/2013,3.2046,104.56,225.9
29/7/2013,3.2221,104.55,220.6
30/7/2013,3.232,103.1,218.95
31/7/2013,3.2429,105.35,219.55
1/8/2013,3.2396,107.8,222.1
2/8/2013,3.255,106.81,223.9
5/8/2013,3.2286,106.45,223.35
6/8/2013,3.2434,105.72,223.65
7/8/2013,3.2516,104.22,226.5
12/8/2013,3.2456,106.14,234.95
13/8/2013,3.256,106.56,239.6
14/8/2013,3.272,106.98,239.9
15/8/2013,3.2742,107.28,239.15
16/8/2013,3.2742,107.64,239
19/8/2013,3.2832,106.94,239.95
20/8/2013,3.2859,104.97,238.25
21/8/2013,3.2889,103.88,236.25
22/8/2013,3.3075,105.19,236.85
23/8/2013,3.2984,106.36,240
26/8/2013,3.3015,106.12,244.3
27/8/2013,3.3277,109.05,243.65
28/8/2013,3.3315,109.5,243.25
29/8/2013,3.3078,108.19,242.15
30/8/2013,3.2839,107.77,241.85
3/9/2013,3.2837,108.47,247.65
4/9/2013,3.2797,107.34,246.7
5/9/2013,3.3021,108.5,247.7
6/9/2013,3.326,110.3,245.7
9/9/2013,3.2898,108.96,248.4
10/9/2013,3.2733,107.31,247.25
11/9/2013,3.2569,107.72,247.5
12/9/2013,3.2746,108.74,244.45
13/9/2013,3.2881,108.58,238.5
17/9/2013,3.244,105.5,238.4
18/9/2013,3.231,108.18,238.2
23/9/2013,3.198,103.38,240.75
24/9/2013,3.2142,103.37,238.6
25/9/2013,3.2195,102.3,236.85
26/9/2013,3.2133,102.88,237.35
27/9/2013,3.2244,102.83,238.45
30/9/2013,3.2547,102.31,233.05
8/10/2013,3.1938,103.53,235.1
9/10/2013,3.1928,101.44,236.3
10/10/2013,3.1889,102.88,234.6
14/10/2013,3.1787,102.14,234.75
16/10/2013,3.1699,102.12,237.65
17/10/2013,3.1454,100.72,240.35
18/10/2013,3.1546,100.75,236.5
21/10/2013,3.1656,99.27,234.95
22/10/2013,3.172,97.8,235.5
23/10/2013,3.1616,97.13,236.4
24/10/2013,3.1565,97.17,233.95
25/10/2013,3.1415,97.97,234.95
28/10/2013,3.1367,98.54,231.3
29/10/2013,3.1443,97.77,230.75
30/10/2013,3.145,96.58,231.65
31/10/2013,3.1586,96.27,231
1/11/2013,3.1689,94.61,226.35
4/11/2013,3.1701,94.47,229.3
6/11/2013,3.1777,94.93,228.25
7/11/2013,3.1816,94.37,229.2
8/11/2013,3.177,94.34,229.15
11/11/2013,3.1975,95.01,231
12/11/2013,3.2084,93.05,229.8
13/11/2013,3.1997,93.48,229.05
14/11/2013,3.1951,93.96,229.75
15/11/2013,3.2023,93.66,231.6
18/11/2013,3.1824,93.03,230.85
19/11/2013,3.1698,93.3,230.45
21/11/2013,3.2029,95.28,229.7
22/11/2013,3.2105,94.79,230.35
25/11/2013,3.216,94.18,230.85
26/11/2013,3.2165,93.5,227.6
27/11/2013,3.211,92.37,227.15
29/11/2013,3.1697,92.79,231.9
2/12/2013,3.149,93.9,234.15
3/12/2013,3.1552,96.9,234.1
4/12/2013,3.1683,97.29,232.85
5/12/2013,3.1513,97.43,230.35
6/12/2013,3.1669,97.75,230.75
9/12/2013,3.1453,97.19,234.55
10/12/2013,3.1461,98.65,235.7
11/12/2013,3.1529,97.43,233.4
12/12/2013,3.181,97.52,232
13/12/2013,3.1709,96.46,233.6
16/12/2013,3.1882,97.35,235.9
17/12/2013,3.252,97.19,233.25
18/12/2013,3.2574,97.58,231.1
19/12/2013,3.2844,98.77,230.75
20/12/2013,3.2946,99.15,230.2
23/12/2013,3.2932,98.72,230.15
24/12/2013,3.2943,99.24,228.2
26/12/2013,3.2925,99.64,229.3
27/12/2013,3.287,100.16,229.25
30/12/2013,3.2935,99.17,229.3
31/12/2013,3.2757,98.69,228.1
2/1/2014,3.2893,95.41,229.9
3/1/2014,3.2808,94.17,225.5
6/1/2014,3.284,93.65,222.8
7/1/2014,3.2835,93.94,220.25
8/1/2014,3.2833,92.52,218.55
9/1/2014,3.2739,92.32,221.45
10/1/2014,3.2728,92.85,219.8
13/1/2014,3.2617,91.53,220.25
15/1/2014,3.2872,94.35,218.9
21/1/2014,3.3316,94.99,217.3
22/1/2014,3.3279,96.67,215.85
23/1/2014,3.3374,97.35,215.35
24/1/2014,3.3495,96.91,213.7
27/1/2014,3.3371,95.66,206.9
28/1/2014,3.3333,97.17,203.8
29/1/2014,3.3357,97.45,198.15
30/1/2014,3.3333,98.03,193.2
7/2/2014,3.3299,100.17,186.15
10/2/2014,3.3398,99.97,189
11/2/2014,3.3278,100.39,192.95
12/2/2014,3.3199,100.28,194.6
13/2/2014,3.3234,100.37,195.4
14/2/2014,3.3057,100.38,194.45
18/2/2014,3.2998,103.16,198.9
19/2/2014,3.294,103.38,198.75
20/2/2014,3.3073,102.92,195.1
21/2/2014,3.2957,102.31,191.25
24/2/2014,3.2829,102.85,188.4
25/2/2014,3.2826,102.03,185.35
26/2/2014,3.2804,102.62,183.95
27/2/2014,3.2754,102.11,181.95
28/2/2014,3.2775,102.71,188.7
3/3/2014,3.2877,104.86,186.65
4/3/2014,3.2702,103.34,188.65
5/3/2014,3.2653,100.95,192.85
6/3/2014,3.2472,101.99,192.9
10/3/2014,3.2833,100.93,188.7
11/3/2014,3.2918,99.51,189.35
12/3/2014,3.2823,98.09,193.45
14/3/2014,3.2755,99.01,197.35
17/3/2014,3.2695,97.99,195.85
18/3/2014,3.2808,99.55,193
19/3/2014,3.2786,100.31,193.3
20/3/2014,3.3048,99.43,192.1
21/3/2014,3.3073,99.62,190.95
24/3/2014,3.3013,99.43,192.05
25/3/2014,3.2966,99.19,193.6
26/3/2014,3.2968,100.28,194.15
27/3/2014,3.2735,101.38,193.05
28/3/2014,3.2613,101.61,191.75
31/3/2014,3.2612,101.53,191.75
1/4/2014,3.2607,99.69,191.55
2/4/2014,3.2716,99.3,191.3
3/4/2014,3.2872,100.45,185.75
4/4/2014,3.2787,101.1,185.95
8/4/2014,3.236,102.34,185.2
9/4/2014,3.2298,103.44,186.25
10/4/2014,3.2245,103.38,184.2
11/4/2014,3.2378,103.35,181.85
14/4/2014,3.2501,103.6,181.4
15/4/2014,3.2477,103.83,180.7
16/4/2014,3.2367,103.81,181.4
17/4/2014,3.2377,104.59,181.6
21/4/2014,3.2516,104.17,173.4
22/4/2014,3.2661,102.13,169.3
23/4/2014,3.2657,101.57,170.65
24/4/2014,3.2682,101.89,171.15
25/4/2014,3.2702,100.69,170.85
28/4/2014,3.2685,100.88,170.8
29/4/2014,3.2579,100.73,173.85
30/4/2014,3.2655,99.7,175
5/5/2014,3.2561,99.38,173.05
6/5/2014,3.2474,99.9,169.8
7/5/2014,3.2506,100.84,167.4
8/5/2014,3.238,100.29,167.7
9/5/2014,3.2252,100.04,166.75
12/5/2014,3.2355,100.61,167.2
14/5/2014,3.2182,102.03,170.4
15/5/2014,3.2276,101.55,172.95
16/5/2014,3.228,102.16,170.35
19/5/2014,3.2107,102.77,172.5
20/5/2014,3.2154,102.44,172.8
21/5/2014,3.2143,103.85,171.95
22/5/2014,3.2188,103.75,173
23/5/2014,3.2107,104.39,171.8
27/5/2014,3.2195,104.16,171.65
28/5/2014,3.2254,103.08,169.9
29/5/2014,3.2127,103.53,170.45
30/5/2014,3.211,102.89,169.4
3/6/2014,3.2291,102.81,166.9
4/6/2014,3.2402,102.4,166.85
5/6/2014,3.2294,102.45,166.05
6/6/2014,3.2098,102.77,166.5
9/6/2014,3.1971,104.51,167.1
10/6/2014,3.2058,104.29,166.6
11/6/2014,3.2124,104.48,166.95
12/6/2014,3.207,106.86,169
13/6/2014,3.218,106.67,168.55
16/6/2014,3.2255,106.62,168.75
17/6/2014,3.2207,106.62,168.65
18/6/2014,3.2328,106.15,169.55
19/6/2014,3.2162,106.6,173.6
20/6/2014,3.2223,107.26,173.6
23/6/2014,3.2192,106.03,177.6
24/6/2014,3.2121,105.93,179.35
25/6/2014,3.224,106.81,179
26/6/2014,3.2194,105.66,179.25
27/6/2014,3.2122,105.75,178.65
30/6/2014,3.2121,105.53,177.45
1/7/2014,3.2065,105.22,176.4
2/7/2014,3.2039,104.22,175.7
3/7/2014,3.1944,104.02,174.7
7/7/2014,3.188,103.38,169.6
8/7/2014,3.17,103.47,168
9/7/2014,3.171,101.95,168.25
10/7/2014,3.1775,102.87,167.9
11/7/2014,3.183,100.53,167.85
14/7/2014,3.1817,101.02,167.95
16/7/2014,3.186,101.52,166.5
17/7/2014,3.1753,103.75,168.05
18/7/2014,3.1821,102.94,169.8
21/7/2014,3.1749,104.66,170
22/7/2014,3.177,104.42,168.75
23/7/2014,3.1672,103.25,168.2
24/7/2014,3.1802,102.02,170.15
25/7/2014,3.1736,101.91,169.05
30/7/2014,3.1849,99.45,171.2
31/7/2014,3.1975,97.64,170.8
1/8/2014,3.2156,97.59,170.1
4/8/2014,3.1998,98.4,170.05
5/8/2014,3.1872,97.58,169.55
6/8/2014,3.2042,96.84,168.6
7/8/2014,3.2082,97.63,168.75
8/8/2014,3.1937,97.41,168.6
11/8/2014,3.1987,97.84,169
12/8/2014,3.19,97.19,168.05
13/8/2014,3.191,97.36,166.75
14/8/2014,3.1746,95.51,166.4
15/8/2014,3.1542,97.19,166.05
18/8/2014,3.1486,96.61,165.1
19/8/2014,3.1555,94.66,164.75
20/8/2014,3.1743,96.07,164.55
21/8/2014,3.1642,93.91,164.95
22/8/2014,3.1615,93.45,166.65
25/8/2014,3.161,93.38,167
26/8/2014,3.1591,93.83,165.9
27/8/2014,3.1463,93.69,165.4
28/8/2014,3.1546,94.6,165.2
29/8/2014,3.1635,95.86,163.45
2/9/2014,3.1803,93.28,163.2
3/9/2014,3.1806,95.09,162.4
4/9/2014,3.1779,94.56,162.8
5/9/2014,3.1753,93.42,161.45
9/9/2014,3.2014,92.75,157.25
10/9/2014,3.1965,91.7,152.6
11/9/2014,3.1919,93.06,150.7
12/9/2014,3.1963,92.16,152.15
15/9/2014,3.2253,92.81,151.65
17/9/2014,3.2173,94,154.05
18/9/2014,3.2281,93.05,153.35
19/9/2014,3.2369,92.42,152.85
22/9/2014,3.2461,91.52,149.95
23/9/2014,3.2432,91.74,146.15
24/9/2014,3.2425,92.87,146.6
25/9/2014,3.2514,92.47,145.3
26/9/2014,3.2584,93.41,145.95
29/9/2014,3.2804,94.31,146
30/9/2014,3.2825,91.35,146.7
8/10/2014,3.27,87.7,143.05
9/10/2014,3.2516,84.33,143.6
10/10/2014,3.267,85.52,143.55
13/10/2014,3.2581,85.01,147.25
15/10/2014,3.2755,80.92,147.3
16/10/2014,3.279,83.09,146.6
17/10/2014,3.274,83,149.9
20/10/2014,3.2722,82.72,154.05
21/10/2014,3.2625,82.81,155.7
23/10/2014,3.2737,81.91,157.2
24/10/2014,3.2764,81.31,159.7
27/10/2014,3.2748,80.65,161.5
28/10/2014,3.2728,81.61,159
29/10/2014,3.2736,81.95,160.5
30/10/2014,3.2891,80.99,160.3
31/10/2014,3.2898,80.65,160.2
3/11/2014,3.3318,78.22,157.25
4/11/2014,3.3379,77.36,153.4
5/11/2014,3.3493,78.95,150.3
6/11/2014,3.3462,77.84,147.45
7/11/2014,3.3445,78.44,151
10/11/2014,3.33,77.19,153.65
11/11/2014,3.3465,77.53,152.9
12/11/2014,3.3356,76.89,154.7
13/11/2014,3.3358,74.25,155.5
14/11/2014,3.3475,75.96,155.2
17/11/2014,4.3757,41.06,153.7
18/11/2014,3.3602,74.25,150.5
19/11/2014,3.3615,74.32,151.65
20/11/2014,3.3611,75.58,153.8
21/11/2014,3.3611,76.65,153.3
24/11/2014,3.3611,75.49,151.9
25/11/2014,3.3611,73.87,151.55
26/11/2014,3.3516,73.47,152.35
28/11/2014,3.3955,66.05,151.3
1/12/2014,3.4257,69.24,147.75
2/12/2014,3.4257,67.59,148.55
3/12/2014,3.4257,67.37,148.3
4/12/2014,3.4257,66.75,148.8
5/12/2014,3.4981,65.68,148.1
8/12/2014,3.4824,63.03,145.85
9/12/2014,3.4781,63.36,143.4
10/12/2014,3.4257,61.19,143.25
11/12/2014,3.4913,59.11,143.1
12/12/2014,3.494,57.51,143.65
15/12/2014,3.4965,55.4,147.1
16/12/2014,3.494,55.62,148.85
17/12/2014,3.4617,55.81,148.75
18/12/2014,3.4715,55.55,148.75
19/12/2014,3.4529,56.52,148.1
22/12/2014,3.5035,55.31,148.1
23/12/2014,3.4878,56.77,147.2
24/12/2014,3.495,55.89,146.5
26/12/2014,3.4881,55.13,147.05
29/12/2014,3.4973,53.72,147.6
30/12/2014,3.498,53.89,149.05
31/12/2014,3.496,53.78,151.95
5/1/2015,3.5515,49.91,152.3
6/1/2015,3.5705,48.03,150.65
7/1/2015,3.574,48.78,148.95
8/1/2015,3.5516,48.97,145.4
9/1/2015,3.5468,48.2,144.45
12/1/2015,3.5753,45.7,145.75
13/1/2015,3.5738,46.13,142.75
14/1/2015,3.573,48.62,139.85
15/1/2015,3.564,46.24,139.5
16/1/2015,3.554,48.47,139.9
20/1/2015,3.6063,46.39,139.05
21/1/2015,3.615,47.35,136.4
22/1/2015,3.5955,46.51,139.9
23/1/2015,3.5872,45.33,140.6
26/1/2015,3.601,45.09,138.8
27/1/2015,4.2398,32.17,139.85
28/1/2015,3.6025,44.4,140.95
29/1/2015,3.6295,44.6,139.65
30/1/2015,3.6317,47.77,138.45
4/2/2015,3.5905,48.7,140.85
5/2/2015,3.5344,50.78,140.05
6/2/2015,3.5535,52.2,141.85
9/2/2015,3.554,52.44,141.05
10/2/2015,3.5711,50.97,140.8
11/2/2015,3.6157,49.37,139.55
12/2/2015,3.5895,51.25,138.5
13/2/2015,3.579,52.53,141.8
17/2/2015,3.5816,53.23,141.95
25/2/2015,3.606,51.07,140
26/2/2015,3.6045,48.92,141.55
27/2/2015,3.608,49.41,143.2
2/3/2015,3.6323,49.76,142.2
3/3/2015,3.6284,50.63,141.15
4/3/2015,3.659,51.64,141.5
5/3/2015,3.6603,50.92,141.25
6/3/2015,3.6824,49.81,142.2
9/3/2015,3.6827,50.03,139.06
10/3/2015,3.7195,48.71,140.25
11/3/2015,3.697,48.4,138.6
12/3/2015,3.6879,46.94,141.75
13/3/2015,3.702,44.98,141
16/3/2015,3.6922,43.86,139.85
17/3/2015,3.6986,42.44,141.15
18/3/2015,3.6475,44.7,141.5
19/3/2015,3.7035,44.3,142
20/3/2015,3.705,45.72,142
23/3/2015,3.6515,47.41,142.2
24/3/2015,3.6534,47.65,144.65
25/3/2015,3.6755,48.98,142.25
26/3/2015,3.668,50.97,141.8
27/3/2015,3.682,48.34,141.65
30/3/2015,3.7103,48.73,140.35
31/3/2015,3.7055,47.52,141.1
1/4/2015,3.671,49.61,141.6
2/4/2015,3.6521,49.52,140.75
7/4/2015,3.6405,53.27,138.65
8/4/2015,3.6263,50.94,138.4
9/4/2015,3.637,50.73,136.75
10/4/2015,3.6705,51.79,136.9
13/4/2015,3.7075,52,137.05
14/4/2015,3.698,53.49,137.05
15/4/2015,3.6705,55.96,137
16/4/2015,3.6279,56.55,138.9
17/4/2015,3.6331,56.12,139.85
20/4/2015,3.628,56.66,138.1
21/4/2015,3.6263,55.26,138.1
22/4/2015,3.6121,56.25,139.3
23/4/2015,3.6005,57.47,140.3
24/4/2015,3.5678,57.45,141.2
27/4/2015,3.5428,56.68,143.3
28/4/2015,3.5272,56.96,144.85
29/4/2015,3.5344,58.6,144.1
30/4/2015,3.5688,59.74,144.05
5/5/2015,3.584,60.67,146.6
6/5/2015,3.5636,60.62,151
7/5/2015,3.5998,58.98,151.4
8/5/2015,3.5819,59.45,150.2
11/5/2015,3.6085,59.3,151.8
12/5/2015,3.6006,61.17,150.85
13/5/2015,3.5846,60.11,152.6
14/5/2015,3.5568,59.7,150.55
15/5/2015,3.5559,59.84,151.15
18/5/2015,3.5805,59.7,151.8
19/5/2015,3.6125,57.26,151
20/5/2015,3.5891,58.76,148.25
21/5/2015,3.5896,60.67,149.9
22/5/2015,3.5995,59.97,151.5
26/5/2015,3.6372,58.33,153.7
27/5/2015,3.643,57.59,156.65
28/5/2015,3.649,57.98,160.35
29/5/2015,3.6485,60.3,161.25
1/6/2015,3.6874,60.21,162.75
2/6/2015,3.6741,61.05,162.75
3/6/2015,3.678,59.62,163
4/6/2015,3.7113,57.99,160.7
5/6/2015,3.7514,58.92,160.35
8/6/2015,3.7322,58.31,158.2
9/6/2015,3.7415,60.53,157.2
10/6/2015,3.7143,61.11,158.3
11/6/2015,3.7311,60.53,159.8
12/6/2015,3.7421,59.97,158.95
15/6/2015,3.7585,59.61,156.55
16/6/2015,3.7413,60.05,158.15
17/6/2015,3.7257,59.8,158.1
18/6/2015,3.692,60.51,157.45
19/6/2015,3.738,59.28,157.05
23/6/2015,3.7434,61.11,156.15
24/6/2015,3.75,60.22,156.6
25/6/2015,3.7523,59.65,155.55
26/6/2015,3.7675,59.58,155
29/6/2015,3.7695,58.25,153.2
30/6/2015,3.7515,59,148.5
1/7/2015,3.765,56.84,150.75
6/7/2015,3.8195,52.68,148.45
7/7/2015,3.8198,52.91,147.7
8/7/2015,3.795,51.86,140.65
9/7/2015,3.7804,52.55,142
10/7/2015,3.792,52.81,145.1
13/7/2015,3.8035,52.03,143.15
14/7/2015,3.79,53.37,143.45
15/7/2015,3.7916,51.62,143.75
16/7/2015,3.794,50.98,144.65
20/7/2015,3.8141,49.88,145.75
21/7/2015,3.78,50.36,146.45
22/7/2015,3.8079,49.19,147.5
23/7/2015,3.8095,48.81,146
24/7/2015,3.815,47.97,142.5
27/7/2015,3.816,47,139.7
28/7/2015,3.8013,47.8,137.7
29/7/2015,3.8015,48.89,139.95
30/7/2015,3.816,48.45,140.2
31/7/2015,3.823,46.77,140
3/8/2015,3.8523,45.31,136.8
4/8/2015,3.8685,45.98,131.9
5/8/2015,3.875,45.16,133.85
6/8/2015,3.904,44.83,135.1
7/8/2015,3.9205,43.79,133.85
11/8/2015,3.979,43.23,135.6
12/8/2015,3.974,43.36,131.1
13/8/2015,4.025,42.22,133.5
14/8/2015,4.054,42.16,133.65
17/8/2015,4.09,41.86,132.3
18/8/2015,4.083,42.42,131.25
19/8/2015,4.091,40.5,131.15
20/8/2015,4.0975,41.14,129.85
21/8/2015,4.1505,40.35,129.9
24/8/2015,4.221,38.13,124.55
25/8/2015,4.2165,39.58,124.15
26/8/2015,4.1904,38.89,123.6
27/8/2015,4.168,42.81,126.45
28/8/2015,4.157,45.4,128.5
1/9/2015,4.185,44.17,128.55
2/9/2015,4.205,46.06,123.95
3/9/2015,4.2245,46.67,124.05
8/9/2015,4.2915,45.75,124.55
9/9/2015,4.3325,44.09,127.6
10/9/2015,4.293,45.7,125.95
11/9/2015,4.287,44.78,128.6
14/9/2015,4.3095,44.16,129
15/9/2015,4.2615,45.16,126
16/9/2015,4.2115,47.18,126.15
18/9/2015,4.209,44.77,126.35
21/9/2015,4.2585,45.57,123.9
22/9/2015,4.31,45.83,124.75
23/9/2015,4.38,44.62,123.3
25/9/2015,4.3928,45.44,126.35
28/9/2015,4.4123,44.45,124.65
29/9/2015,4.456,44.86,122.85
30/9/2015,4.3855,45.41,124.85
1/10/2015,4.4175,45.05,127
2/10/2015,4.3825,45.66,123
8/10/2015,4.1135,49.65,128.85
9/10/2015,4.1275,49.53,127.85
12/10/2015,4.1395,47.44,128.8
13/10/2015,4.2015,46.6,128.15
15/10/2015,4.1025,46.95,129.55
16/10/2015,4.171,47.27,128.25
19/10/2015,4.283,46.08,126.95
20/10/2015,4.277,45.55,125.75
21/10/2015,4.2975,45.2,124.4
22/10/2015,4.2205,45.42,125.05
23/10/2015,4.2485,44.72,127
26/10/2015,4.2385,43.77,125.5
27/10/2015,4.28,43.42,122.65
28/10/2015,4.2685,46.19,119
29/10/2015,4.2205,45.72,124.55
30/10/2015,4.221,46.42,123.15
2/11/2015,4.291,46.08,121.35
3/11/2015,4.233,47.7,118.55
4/11/2015,4.299,46.54,118.25
5/11/2015,4.2925,45.32,117.4
6/11/2015,4.357,44.55,116.65
9/11/2015,4.383,44.1,115.95
11/11/2015,4.3375,42.99,118.9
12/11/2015,4.3795,41.61,119
13/11/2015,4.3815,40.75,120.15
16/11/2015,4.363,42.04,119.1
18/11/2015,4.324,40.59,116.4
19/11/2015,4.2775,40.53,117.3
20/11/2015,4.2585,40.39,118.35
23/11/2015,4.2625,42.03,116.85
24/11/2015,4.205,42.64,114.15
25/11/2015,4.1985,43.2,116.8
27/11/2015,4.263,41.76,117.1
30/11/2015,4.248,41.69,115.55
1/12/2015,4.218,41.66,116.85
2/12/2015,4.245,40.1,118.65
3/12/2015,4.2065,41.28,117.05
4/12/2015,4.182,40.15,117.8
7/12/2015,4.27,37.64,118.9
8/12/2015,4.2633,37.84,117.7
9/12/2015,4.2514,37.23,119
10/12/2015,4.261,36.56,118.35
11/12/2015,4.3195,35.36,116.5
14/12/2015,4.342,36.25,116.65
15/12/2015,4.295,36.74,116.2
16/12/2015,4.2655,35.72,114.85
18/12/2015,4.2735,34.49,114.95
21/12/2015,4.292,34.74,116.7
22/12/2015,4.294,36.45,117.9
23/12/2015,4.291,37.89,117.65
28/12/2015,4.2932,36.69,115.75
29/12/2015,4.281,37.36,114.2
30/12/2015,4.3052,36.8,113.9
31/12/2015,4.294,37.11,113.35
5/1/2016,4.3555,36.12,110.05
6/1/2016,4.415,34.04,108.95
7/1/2016,4.402,33.27,106.8
8/1/2016,4.408,32.91,107.8
11/1/2016,4.3885,31.12,107.6
12/1/2016,4.393,30.57,106.8
13/1/2016,4.3855,30.55,108.3
14/1/2016,4.3805,31.22,108.75
15/1/2016,4.4205,29.71,109.05
19/1/2016,4.3658,28.38,108.7
20/1/2016,4.383,26.55,109.35
21/1/2016,4.3415,29.85,110.3
22/1/2016,4.2575,32.25,111.85
26/1/2016,4.2523,30.52,110.35
28/1/2016,4.1575,33.75,108.7
29/1/2016,4.132,33.75,108.85
2/2/2016,4.1965,29.66,109.4
3/2/2016,4.141,32.72,108.5
4/2/2016,4.087,31.66,110.7
5/2/2016,4.154,30.99,109.75
16/2/2016,4.1913,29.12,111.45
17/2/2016,4.161,31.43,110.2
18/2/2016,4.168,30.7,109.55
19/2/2016,4.2008,29.87,109.85
22/2/2016,4.1715,31.48,111.45
23/2/2016,4.21,31.4,112.75
24/2/2016,4.2175,32.21,112.65
25/2/2016,4.2043,33.07,114.85
26/2/2016,4.1585,32.79,113.75
1/3/2016,4.119,33.85,114.95
2/3/2016,4.129,34.74,117.6
3/3/2016,4.1135,34.69,122.4
4/3/2016,4.0545,36.31,129.95
7/3/2016,4.0575,37.97,136.45
8/3/2016,4.1095,36.36,132.55
9/3/2016,4.102,38.2,129.8
10/3/2016,4.119,38.02,129.4
11/3/2016,4.0648,38.48,126.25
14/3/2016,4.1085,37.36,126.8
15/3/2016,4.1563,36.77,122.9
16/3/2016,4.0525,38.55,124.65
17/3/2016,4.0235,40.34,128.05
18/3/2016,4.0435,40.53,135.9
21/3/2016,4.0325,39.91,132.9
22/3/2016,3.9718,41.24,134.55
23/3/2016,4.0275,39.77,134.45
24/3/2016,4.0155,39.52,130.4
28/3/2016,4.003,39.33,133.3
29/3/2016,3.9625,38.49,131.75
30/3/2016,3.9095,38.29,130.05
31/3/2016,3.8635,38.12,130.95
1/4/2016,3.8825,36.7,133.1
5/4/2016,3.9343,36.57,136.8
6/4/2016,3.866,37.73,142.1
7/4/2016,3.9395,37.48,140.9
8/4/2016,3.9111,39.67,140
11/4/2016,3.845,40.35,145.2
12/4/2016,3.8435,41.66,149.9
13/4/2016,3.8563,41.55,154.7
14/4/2016,3.8702,41.45,153.9
15/4/2016,3.898,40.41,152.8
18/4/2016,3.8935,40.05,152.15
19/4/2016,3.8244,41.26,152.1
20/4/2016,3.8765,42.63,156.3
21/4/2016,3.8978,43.43,157.7
22/4/2016,3.9058,43.72,159.3
25/4/2016,3.9103,42.98,155.9
26/4/2016,3.9053,44.67,158.95
27/4/2016,3.892,45.32,157.7
28/4/2016,3.878,45.87,154.75
29/4/2016,3.914,46,150.45
3/5/2016,3.9795,43.86,149.7
4/5/2016,4.0178,44.05,148.2
6/5/2016,3.993,44.61,145.1
9/5/2016,4.0525,43.26,144.6
10/5/2016,4.0385,44.55,143.15
11/5/2016,4.0168,46.01,144.35
12/5/2016,4.0235,46.43,145.35
13/5/2016,4.0328,46.35,141.25
16/5/2016,4.0158,47.89,141.3
17/5/2016,4.019,48.56,139.4
18/5/2016,4.066,47.98,139.6
19/5/2016,4.078,48.49,133.35
20/5/2016,4.0658,47.47,128.75
23/5/2016,4.0465,48.11,124.4
24/5/2016,4.0815,49.14,121.85
25/5/2016,4.067,49.7,125.05
26/5/2016,4.0555,49.37,124.2
27/5/2016,4.089,49.55,126.3
31/5/2016,4.1165,48.87,130.4
1/6/2016,4.1515,48.92,126.8
2/6/2016,4.143,49.02,125.15
3/6/2016,4.077,48.85,128.15
6/6/2016,4.059,49.73,128.7
7/6/2016,4.0555,50.42,127.25
8/6/2016,4.0213,51.5,127.5
13/6/2016,4.0865,48.57,127.1
14/6/2016,4.099,47.88,125.5
15/6/2016,4.0737,47.46,123.15
16/6/2016,4.0928,46.01,123.4
17/6/2016,4.083,48.22,127.55
20/6/2016,4.06,49.3,129.95
21/6/2016,4.029,48.85,129.6
23/6/2016,3.9503,50.18,128.85
24/6/2016,4.0863,47.61,127.8
27/6/2016,4.093,46.62,127.8
28/6/2016,4.0535,48.08,128.05
29/6/2016,3.983,49.53,128.55
30/6/2016,3.985,48.38,131.4
1/7/2016,3.9855,49.26,129.55
5/7/2016,4.0358,46.85,131.25
11/7/2016,3.9815,44.54,125.15
12/7/2016,3.9585,46.62,128.05
13/7/2016,3.9435,45.11,128.8
14/7/2016,3.9099,45.49,129.2
15/7/2016,3.916,46.26,129.35
18/7/2016,3.96,45.22,127.95
19/7/2016,4.0143,44.47,128.05
20/7/2016,4.0337,44.94,128.95
21/7/2016,4.0617,44.53,129.8
22/7/2016,4.0722,44.27,130.6
25/7/2016,4.0535,43.05,127.85
26/7/2016,4.0313,42.65,127.3
27/7/2016,4.0475,41.89,128.7
28/7/2016,4.0318,41.11,128.9
29/7/2016,4.0188,41.38,127.3
1/8/2016,4.031,40.05,128.05
2/8/2016,4.021,39.72,129.35
3/8/2016,4.041,41.19,130.25
4/8/2016,4.0115,41.78,128.95
5/8/2016,4.03,41.98,130.7
8/8/2016,4.035,42.87,131.1
9/8/2016,4.0275,42.73,130.6
10/8/2016,4.0057,41.48,130
11/8/2016,3.9825,43.41,131.7
12/8/2016,4.011,44.73,131.95
15/8/2016,3.9897,45.68,133.6
16/8/2016,3.9817,46.39,134.1
17/8/2016,3.9933,46.9,133.85
18/8/2016,3.9797,48.34,131.95
19/8/2016,4.011,48.48,131.9
22/8/2016,4.018,47.05,130.45
23/8/2016,4.0377,47.57,129.5
24/8/2016,4.032,46.78,128.9
25/8/2016,4.019,47.38,126.6
26/8/2016,4.038,47.3,127.25
29/8/2016,4.037,46.95,127.95
30/8/2016,4.0645,46.27,128.8
1/9/2016,4.085,43.51,128.6
2/9/2016,4.0835,44.24,131.5
6/9/2016,4.0485,44.88,131.8
7/9/2016,4.046,46.14,131.7
8/9/2016,4.0738,47.31,133.05
9/9/2016,4.1018,45.72,133.7
13/9/2016,4.127,44.97,130.65
14/9/2016,4.127,43.62,132.6
19/9/2016,4.1325,43.25,135.65
20/9/2016,4.134,43.44,139.85
21/9/2016,4.0987,45.63,142.6
22/9/2016,4.1065,46.09,147.7
23/9/2016,4.114,44.61,146.6
26/9/2016,4.1335,45.64,145.85
27/9/2016,4.131,44.92,138.45
